"Taxon","Photo_path"
"Cadaba aphylla","C4"
"Copaiba mopane","C3"
"Commiphora angolensis","C3"
"Cryptolepis decidua","C3"
"Eragrostis nindensis","C4"
"Euphorbia transvaalensis","CAM"
"Indigofera auricoma","C3"
"Maerua parvifolia","C3"
"Monechma cleomoides","C3"
"Petalidium engleranum","C3"
"Polygala guerichiana","C3"
"Cynanchum viminale","CAM"
"Stipagrostis hirtigluma","C4"
"Stipagrostis hochstetteriana","C4"
"Terminalia prunioides","C3"
"Welwitschia mirabilis","CAM"
"Tetraena simplex","C4"
"Arthraerua leubnitziae","C3"
"Celosia spathulifolia","C3"
"Chascanum garipense","C3"
"Euphorbia phylloclada","C3"
"Heliotropium oliveranum","C3"
"Hermannia solaniflora","C3"
"Hoodia currorii","CAM"
"Merremia guerichii","C3"
"Mollugo cerviana","C4"
"Odyssea paucinervis","C4"
"Stipagrostis hochstetteriana","C4"
"Stipagrostis namibensis","C4"
"Stipagrostis subacaulis","C4"
"Stipagrostis uniplumis","C4"
"Cracca capillipes","C3"
"Welwitschia mirabilis","CAM"
"Tetraena stapfii","C3"
"Senegalia robynsiana","C3"
"Cleome suffruticosa","C3"
"Euphorbia phylloclada","C3"
"Gisekia africana","C4"
"Heliotropium oliveranum","C3"
"Monechma genistifolium","C3"
"Monechma debile","C3"
"Sesamum schinzianum","C3"
"Stipagrostis hirtigluma","C4"
"Stipagrostis hochstetteriana","C4"
"Stipagrostis subacaulis","C4"
"Stipagrostis uniplumis","C4"
"Welwitschia mirabilis","CAM"
"Dicoma tomentosa","C3"
"Enneapogon desvauxii","C4"
"Euphorbia glanduligera","C3"
"Geigeria alata","C3"
"Kaokochloa nigrirostris","C4"
"Kissenia spathulata","C3"
"Melinis repens subsp. grandiflora","C4"
"Stipagrostis hirtigluma","C4"
"Welwitschia mirabilis","CAM"
"Tetraena simplex","C4"
"Tetraena stapfii","C3"
"Acacia mimula","C3"
"Buchanania obovata","C3"
"Erythrophleum chlorostachys","C3"
"Corymbia clavigera","C3"
"Eucalyptus miniata","C3"
"Corymbia porrecta","C3"
"Eucalyptus tectifica","C3"
"Eucalyptus tetrodonta","C3"
"Livistona humilis","C3"
"Planchonia careya","C3"
"Xanthostemon paradoxus","C3"
"Acacia dimidiata","C3"
"Bauhinia cunninghamii","C3"
"Buchanania obovata","C3"
"Corymbia bleeseri","C3"
"Corymbia confertiflora","C3"
"Eucalyptus miniata","C3"
"Eucalyptus tectifica","C3"
"Eucalyptus tetrodonta","C3"
"Grevillea pyramidalis","C3"
"Petalostigma pubescens","C3"
"Planchonia careya","C3"
"Acacia colei","C3"
"Bauhinia cunninghamii","C3"
"Carissa spinarum","C3"
"Eucalyptus brevifolia","C3"
"Eucalyptus pruinosa","C3"
"Eucalyptus tectifica","C3"
"Corymbia bleeseri","C3"
"Hakea arborescens","C3"
"Melaleuca","C3"
"Cochlospermum fraseri","C3"
"Cycas armstrongii","C3"
"Erythrophleum chlorostachys","C3"
"Eucalyptus miniata","C3"
"Corymbia nesophila","C3"
"Eucalyptus tetrodonta","C3"
"Livistona humilis","C3"
"Persoonia falcata","C3"
"Bauhinia cunninghamii","C3"
"Eucalyptus brevifolia","C3"
"Corymbia bleeseri","C3"
"Grevillea dimidiata","C3"
"Hakea leucoptera","C3"
"Terminalia arostrata","C3"
"Terminalia canescens","C3"
"Ventilago viminalis","C3"
"Eucalyptus gongylocarpa","C3"
"Eucalyptus rigidula","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus gypsophila","C3"
"Eucalyptus ravida","C3"
"Eucalyptus longicornis","C3"
"Eucalyptus phaenophylla","C3"
"Eucalyptus longissima","C3"
"Eucalyptus trivalvis","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus leptopoda","C3"
"Eucalyptus gratiae","C3"
"Eucalyptus tenera","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus socialis","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus mannensis","C3"
"Eucalyptus eremicola","C3"
"Eucalyptus gongylocarpa","C3"
"Eucalyptus mannensis","C3"
"Eucalyptus socialis","C3"
"Eucalyptus leptopoda","C3"
"Eucalyptus rigidula","C3"
"Eucalyptus intertexta","C3"
"Eucalyptus diversicolor","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus oxymitra","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus gongylocarpa","C3"
"Eucalyptus latens","C3"
"Eucalyptus astringens","C3"
"Eucalyptus flocktoniae","C3"
"Eucalyptus phaenophylla","C3"
"Eucalyptus mannensis","C3"
"Eucalyptus guilfoylei","C3"
"Corymbia aparrerinja","C3"
"Eucalyptus intertexta","C3"
"Corymbia aparrerinja","C3"
"Corymbia terminalis","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus ravida","C3"
"Eucalyptus urna","C3"
"Corymbia chippendalei","C3"
"Corymbia terminalis","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus oxymitra","C3"
"Eucalyptus aequioperta","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus tenuis","C3"
"Eucalyptus yilgarnensis","C3"
"Eucalyptus incerata","C3"
"Eucalyptus ravida","C3"
"Eucalyptus tenuis","C3"
"Eucalyptus transcontinentalis","C3"
"Eucalyptus leptopoda","C3"
"Eucalyptus rigidula","C3"
"Eucalyptus aspratilis","C3"
"Eucalyptus histophylla","C3"
"Eucalyptus grossa","C3"
"Eucalyptus rigidula","C3"
"Eucalyptus calycogona","C3"
"Eucalyptus flocktoniae","C3"
"Eucalyptus livida","C3"
"Eucalyptus pileata","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus ravida","C3"
"Eucalyptus steedmanii","C3"
"Eucalyptus tenera","C3"
"Eucalyptus alipes","C3"
"Eucalyptus dendrosheath","C3"
"Eucalyptus exigua","C3"
"Eucalyptus salicola","C3"
"Eucalyptus gratiae","C3"
"Eucalyptus marginata","C3"
"Eucalyptus ewartiana","C3"
"Corymbia calophylla","C3"
"Eucalyptus marginata","C3"
"Eucalyptus lesouefii","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus flocktoniae","C3"
"Eucalyptus pileata","C3"
"Eucalyptus ravida","C3"
"Eucalyptus concinna","C3"
"Eucalyptus eremicola","C3"
"Eucalyptus gomphocephala","C3"
"Eucalyptus gongylocarpa","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus concinna","C3"
"Eucalyptus jutsonii","C3"
"Eucalyptus leptopoda","C3"
"Eucalyptus drummondii","C3"
"Eucalyptus rigidula","C3"
"Eucalyptus transcontinentalis","C3"
"Eucalyptus longissima","C3"
"Eucalyptus calycogona","C3"
"Eucalyptus concinna","C3"
"Eucalyptus flocktoniae","C3"
"Eucalyptus livida","C3"
"Eucalyptus longicornis","C3"
"Eucalyptus polita","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus ravida","C3"
"Eucalyptus tenera","C3"
"Eucalyptus urna","C3"
"Eucalyptus lucasii","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus wandoo","C3"
"Corymbia calophylla","C3"
"Eucalyptus marginata","C3"
"Eucalyptus patens","C3"
"Eucalyptus gomphocephala","C3"
"Eucalyptus astringens","C3"
"Eucalyptus phaenophylla","C3"
"Eucalyptus victrix","C3"
"Corymbia terminalis","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus concinna","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus youngiana","C3"
"Corymbia eremaea","C3"
"Eucalyptus oxymitra","C3"
"Eucalyptus longicornis","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus carnea","C3"
"Eucalyptus carnea","C3"
"Eucalyptus ravida","C3"
"Corymbia chippendalei","C3"
"Eucalyptus wandoo","C3"
"Eucalyptus lucasii","C3"
"Eucalyptus victrix","C3"
"Corymbia terminalis","C3"
"Corymbia terminalis","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus leptopoda","C3"
"Eucalyptus lucasii","C3"
"Corymbia calophylla","C3"
"Eucalyptus marginata","C3"
"Eucalyptus wandoo","C3"
"Eucalyptus gratiae","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus ravida","C3"
"Eucalyptus drummondii","C3"
"Eucalyptus calycogona","C3"
"Eucalyptus capillosa","C3"
"Eucalyptus salmonophloia","C3"
"Eucalyptus sheathiana","C3"
"Eucalyptus tephroclada","C3"
"Eucalyptus wandoo","C3"
"Eucalyptus flocktoniae","C3"
"Eucalyptus tenera","C3"
"Eucalyptus jacksonii","C3"
"Eucalyptus gamophylla","C3"
"Eucalyptus oxymitra","C3"
"Eucalyptus lucasii","C3"
"Eucalyptus trivalvis","C3"
"Eucalyptus youngiana","C3"
"Eucalyptus kingsmillii","C3"
"Eucalyptus concinna","C3"
"Eucalyptus gongylocarpa","C3"
"Eucalyptus socialis","C3"
"Eucalyptus trivalvis","C3"
"Corymbia calophylla","C3"
"Eucalyptus diversicolor","C3"
"Eucalyptus gomphocephala","C3"
"Corymbia calophylla","C3"
"Eucalyptus marginata","C3"
"Eucalyptus wandoo","C3"
"Coleogyne ramosissima","C3"
"Gutierrezia microcephala","C3"
"Encelia farinosa","C3"
"Larrea tridentata","C3"
"Elymus arizonicus","C3"
"Alyssum simplex","C3"
"Ambrosia psilostachya","C3"
"Artemisia longifolia","C3"
"Symphyotrichum ascendens","C3"
"Astragalus cibarius","C3"
"Astragalus utahensis","C3"
"Balsamorhiza macrophylla","C3"
"Balsamorhiza sagittata","C3"
"Bromus tectorum","C3"
"Camelina microcarpa","C3"
"Cirsium ciliolatum","C3"
"Comandra umbellata","C3"
"Crepis monticola","C3"
"Cryptantha incana","C3"
"Cymopterus longipes","C3"
"Erigeron divergens","C3"
"Erodium cicutarium","C3"
"Galium aparine","C3"
"Grindelia squarrosa","C3"
"Gutierrezia microcephala","C3"
"Hedysarum boreale","C3"
"Lactuca serriola","C3"
"Lepidium perfoliatum","C3"
"Linaria dalmatica","C3"
"Buglossoides arvensis","C3"
"Lomatium triternatum","C3"
"Lupinus argenteus","C3"
"Lygodesmia grandiflora","C3"
"Melica bulbosa","C3"
"Microseris nutans","C3"
"Phlox gladiformis","C3"
"Poa bulbosa","C3"
"Ceratocephala testiculata","C3"
"Senecio integerrimus","C3"
"Sisymbrium altissimum","C3"
"Sphaeralcea coccinea","C3"
"Stipa comata","C3"
"Tragopogon dubius","C3"
"Vicia americana","C3"
"Wyethia amplexicaulis","C3"
"Toxicoscordion paniculatum","C3"
"Clethra lanata","C3"
"Oyedaea verbesinoides","C3"
"Croton megalodendron","C3"
"Ficus mathewsii","C3"
"Acacia concurrens","C3"
"Alphitonia excelsa","C3"
"Breynia oblongifolia","C3"
"Corymbia citriodora","C3"
"Corymbia tessellaris","C3"
"Dodonaea megazyga","C3"
"Erythrina vespertilio","C3"
"Eucalyptus crebra","C3"
"Exocarpos latifolius","C3"
"Mallotus kongkandae","C3"
"Psydrax odorata","C3"
"Acacia falcata","C3"
"Acacia cochlearis","C3"
"Syzygium ingens","C3"
"Syzygium smithii","C3"
"Argyrodendron trifoliolatum","C3"
"Baloghia inophylla","C3"
"Cissus hypoglauca","C3"
"Duboisia myoporoides","C3"
"Elaeocarpus oblongus","C3"
"Eucalyptus andrewsii subsp. campanulata","C3"
"Eucalyptus deanei","C3"
"Geijera salicifolia","C3"
"Geranium solanderi","C3"
"Gmelina leichardtii","C3"
"Khaya nyasica","C3"
"Lomatia arborescens","C3"
"Morinda jasminoides","C3"
"Orites excelsus","C3"
"Palmeria scandens","C3"
"Pandorea jasminoides","C3"
"Pennantia cunninghamii","C3"
"Pittosporum lancifolium","C3"
"Rubus buergeri","C3"
"Rubus rosifolius","C3"
"Sloanea woollsii","C3"
"Toona australis","C3"
"Acacia aneura","C3"
"Acacia catenulata","C3"
"Acacia harpophylla","C3"
"Alectryon oleifolius","C3"
"Amyema maidenii","C3"
"Amyema quandang","C3"
"Apophyllum anomalum","C3"
"Archidendropsis basaltica","C3"
"Atalaya hemiglauca","C3"
"Atriplex lindleyi","C4"
"Capparis lasiantha","C3"
"Capparis mitchellii","C3"
"Carissa spinarum","C3"
"Enchylaena tomentosa","C3"
"Eremophila deserti","C3"
"Eremophila maculata","C3"
"Eremophila oppositifolia","C3"
"Eremophila","C3"
"Eremophila","C3"
"Eucalyptus brownii","C3"
"Eucalyptus cambageana","C3"
"Eucalyptus melanophloia","C3"
"Eucalyptus x bucknellii","C3"
"Eucalyptus thozetiana","C3"
"Flindersia maculosa","C3"
"Geijera linearifolia","C3"
"Grevillea striata","C3"
"Lysiana exocarpi","C3"
"Lysiphyllum gilvum","C3"
"Maireana georgei","C3"
"Maireana tomentosa","C3"
"Neobassia proceriflora","C3"
"Owenia acidula","C3"
"Parsonsia","C3"
"Phebalium glandulosum","C3"
"Pterocaulon sphacelatum","C3"
"Santalum lanceolatum","C3"
"Senna artemisioides","C3"
"Senna artemisioides","C3"
"Senna artemisioides","C3"
"Senna artemisioides","C3"
"Senna artemisioides","C3"
"Solanum quadriloculatum","C3"
"Acacia lamprocarpa","C3"
"Alphitonia excelsa","C3"
"Callistemon salignus","C3"
"Casuarina glauca","C3"
"Cryptocarya erythroxylon","C3"
"Cupaniopsis anacardioides","C3"
"Drypetes deplanchei","C3"
"Elaeocarpus arnhemicus","C3"
"Eucalyptus robusta","C3"
"Glochidion zeylanicum","C3"
"Lophostemon confertus","C3"
"Melaleuca quinquenervia","C3"
"Pittosporum undulatum","C3"
"Prosopis velutina","C3"
"Prosopis velutina","C3"
"Oleandra pistillaris","C3"
"Acacia rostellifera","C3"
"Santalum acuminatum","C3"
"Achillea millefolium","C3"
"Festuca valida","C3"
"Lolium perenne","C3"
"Plantago dubia","C3"
"Poa arida","C3"
"Taraxacum albidum","C3"
"Trifolium repens","C3"
"Amyxa pluricornis","C3"
"Dacryodes incurvata","C3"
"Dryobalanops sumatrensis","C3"
"Koompassia malaccensis","C3"
"Lophopetalum subobovatum","C3"
"Pentace adenophora","C3"
"Santiria mollis","C3"
"Shorea beccariana","C3"
"Shorea faguetiana","C3"
"Shorea mecistopteryx","C3"
"Shorea ovalis","C3"
"Agathis borneensis","C3"
"Calophyllum nodosum","C3"
"Castanopsis foxworthyi","C3"
"Cotylelobium melanoxylon","C3"
"Dialium indum","C3"
"Tarrietia albiflora","C3"
"Hopea pierrei","C3"
"Kokoona ovatolanceolata","C3"
"Leptopetalum pachyphyllum","C3"
"Shorea scabrida","C3"
"Shorea teysmanniana","C3"
"Carex saxatilis","C3"
"Juncus monanthos","C3"
"Luzula alpina","C3"
"Matteuccia struthiopteris","C3"
"Phleum alpinum","C3"
"Trollius dschungaricus","C3"
"Veronica alpina","C3"
"Juncus arcticus","C3"
"Rubus chamaemorus","C3"
"Salix herbacea","C3"
"Carex x anticostensis","C3"
"Eriophorum angustifolium","C3"
"Alnus incana","C3"
"Pedicularis sceptrum-carolinum","C3"
"Rhodiola atropurpurea","CAM"
"Solidago calcicola","C3"
"Achillea millefolium","C3"
"Anthriscus fumarioides","C3"
"Astragalus alpinus","C3"
"Astragalus frigidus","C3"
"Epilobium angustifolium","C3"
"Deschampsia cespitosa","C3"
"Elymus lolioides","C3"
"Lathyrus hallersteinii","C3"
"Rumex obtusifolius","C3"
"Tanacetum siculum","C3"
"Trifolium foliosum","C3"
"Arctous alpina","C3"
"Bartsia alpina","C3"
"Betula x alpestris","C3"
"Betula pubescens","C3"
"Carex capitata","C3"
"Carex vaginata","C3"
"Dryas caucasica","C3"
"Equisetum sylvaticum","C3"
"Gymnocarpium dryopteris","C3"
"Juniperus communis","C3"
"Orthilia secunda","C3"
"Pinus sylvestris","C3"
"Persicaria vivipara","C3"
"Populus tremula","C3"
"Salix lapponum","C3"
"Salix myrsinites","C3"
"Salix reticulata","C3"
"Disterigma microphyllum","C3"
"Angelica sylvestris","C3"
"Caltha palustris","C3"
"Filipendula ulmaria","C3"
"Geranium sylvaticum","C3"
"Ribes spicatum","C3"
"Rubus americanus","C3"
"Sorbus aucuparia","C3"
"Podophyllum peltatum","C3"
"Nothofagus solandri","C3"
"Baeckea frutescens","C3"
"Banksia aemula","C3"
"Banksia oblongifolia","C3"
"Banksia robur","C3"
"Callistemon pachyphyllus","C3"
"Caustis recurvata","C3"
"Dampiera stricta","C3"
"Empodisma minus","C3"
"Epacris pulchella","C3"
"Eriostemon myoporoides","C3"
"Gompholobium pinnatum","C3"
"Hakea gibbosa","C3"
"Hibbertia lucens","C3"
"Leptospermum liversidgei","C3"
"Leptospermum speciosum","C3"
"Leucopogon leptospermoides","C3"
"Melaleuca nodosa","C3"
"Melaleuca sieberi","C3"
"Mirbelia reticulata","C3"
"Persoonia virgata","C3"
"Petrophile shirleyae","C3"
"Pultenaea paleacea","C3"
"Sprengelia ponceletia","C3"
"Strangea linearis","C3"
"Xanthorrhoea johnsonii","C3"
"Achillea millefolium","C3"
"Elymus x littoreus","C3"
"Anemone cylindrica","C3"
"Bromus biebersteinii","C3"
"Lupinus perennis","C3"
"Poa arida","C3"
"Solidago rigida","C3"
"Anacardium humile","C3"
"Andira humilis","C3"
"Aspidosperma tomentosum","C3"
"Blepharocalyx salicifolius","C3"
"Byrsonima coccolobifolia","C3"
"Byrsonima crassa","C3"
"Byrsonima verbascifolia","C3"
"Casearia sylvestris","C3"
"Caryocar brasiliense","C3"
"Davilla elliptica","C3"
"Schefflera macrocarpa","C3"
"Eremanthus glomerulatus","C3"
"Eriotheca pubescens","C3"
"Erythroxylum campestre","C3"
"Erythroxylum suberosum","C3"
"Erythroxylum tortuosum","C3"
"Guapira noxia","C3"
"Kielmeyera coriacea","C3"
"Miconia albicans","C3"
"Miconia ferruginata","C3"
"Acinodendron pohlianum","C3"
"Polyouratea hexasperma","C3"
"Palicourea grandiflora","C3"
"Protium ovatum","C3"
"Qualea grandiflora","C3"
"Qualea multiflora","C3"
"Qualea parviflora","C3"
"Myrsine guianensis","C3"
"Roupala montana","C3"
"Styrax ferrugineus","C3"
"Vellozia squamata","C3"
"Vochysia elliptica","C3"
"Anacardium humile","C3"
"Andira humilis","C3"
"Aspidosperma tomentosum","C3"
"Blepharocalyx salicifolius","C3"
"Byrsonima coccolobifolia","C3"
"Byrsonima crassa","C3"
"Byrsonima verbascifolia","C3"
"Casearia sylvestris","C3"
"Caryocar brasiliense","C3"
"Davilla elliptica","C3"
"Schefflera macrocarpa","C3"
"Eremanthus glomerulatus","C3"
"Eriotheca pubescens","C3"
"Erythroxylum campestre","C3"
"Erythroxylum suberosum","C3"
"Erythroxylum tortuosum","C3"
"Guapira noxia","C3"
"Kielmeyera coriacea","C3"
"Miconia albicans","C3"
"Miconia ferruginata","C3"
"Acinodendron pohlianum","C3"
"Polyouratea hexasperma","C3"
"Palicourea grandiflora","C3"
"Protium ovatum","C3"
"Qualea grandiflora","C3"
"Qualea multiflora","C3"
"Qualea parviflora","C3"
"Myrsine guianensis","C3"
"Roupala montana","C3"
"Styrax ferrugineus","C3"
"Vellozia squamata","C3"
"Vochysia elliptica","C3"
"Acosmium dasycarpum","C3"
"Anacardium humile","C3"
"Andira humilis","C3"
"Aspidosperma tomentosum","C3"
"Blepharocalyx salicifolius","C3"
"Blepharocalyx salicifolius","C3"
"Butia archeri","C3"
"Byrsonima coccolobifolia","C3"
"Byrsonima crassa","C3"
"Byrsonima verbascifolia","C3"
"Casearia sylvestris","C3"
"Caryocar brasiliense","C3"
"Connarus suberosus","C3"
"Dalbergia miscolobium","C3"
"Davilla elliptica","C3"
"Schefflera macrocarpa","C3"
"Dimorphandra mollis","C3"
"Echinolaena inflexa","C3"
"Eremanthus glomerulatus","C3"
"Eremanthus goyazensis","C3"
"Eriotheca pubescens","C3"
"Erythroxylum campestre","C3"
"Erythroxylum suberosum","C3"
"Erythroxylum suberosum","C3"
"Erythroxylum tortuosum","C3"
"Guapira graciliflora","C3"
"Guapira noxia","C3"
"Kielmeyera coriacea","C3"
"Machaerium opacum","C3"
"Miconia albicans","C3"
"Miconia fallax","C3"
"Miconia ferruginata","C3"
"Acinodendron pohlianum","C3"
"Polyouratea hexasperma","C3"
"Palicourea grandiflora","C3"
"Protium ovatum","C3"
"Psidium guineense","C3"
"Qualea grandiflora","C3"
"Qualea multiflora","C3"
"Qualea parviflora","C3"
"Myrsine guianensis","C3"
"Roupala montana","C3"
"Stryphnodendron adstringens","C3"
"Styrax ferrugineus","C3"
"Vellozia squamata","C3"
"Vochysia elliptica","C3"
"Eucalyptus x bucknellii","C3"
"Hakea kippistiana","C3"
"Arctostaphylos densiflora","C3"
"Quercus faginea","C3"
"Quercus acrodonta","C3"
"Retama sphaerocarpa","C3"
"Erica arborea","C3"
"Phillyrea latifolia","C3"
"Quercus canariensis","C3"
"Quercus suber","C3"
"Rhamnus alaternus","C3"
"Viburnum tinus","C3"
"Cistus laurifolius","C3"
"Crataegus monogyna","C3"
"Quercus pyrenaica","C3"
"Rosa canina","C3"
"Rubus ulmifolius","C3"
"Vachellia collinsii","C3"
"Senegalia gaumeri","C3"
"Acacia pennata","C3"
"Acacia riparia","C3"
"Acanthocereus tetragonus","CAM"
"Aechmea bracteata","CAM"
"Agave tequilana","CAM"
"Apoplanesia paniculata","C3"
"Bauhinia divaricata","C3"
"Bromelia karatas","CAM"
"Bursera simaruba","C3"
"Caesalpinia gaumeri","C3"
"Caesalpinia mollis","C3"
"Caesalpinia yucatanensis","C3"
"Chamaecrista glandulosa","C3"
"Chloroleucon mangense","C3"
"Trichocentrum cebolleta","CAM"
"Desmodium tortuosum","C3"
"Diospyros tetrasperma","C3"
"Diphysa carthagenensis","C3"
"Galactia striata","C3"
"Gymnopodium floribundum","C3"
"Havardia albicans","C3"
"Hylocereus undatus","CAM"
"Jatropha gaumeri","C3"
"Leucaena leucocephala","C3"
"Lysiloma latisiliquum","C3"
"Mimosa bahamensis","C3"
"Myrmecophila christinae","CAM"
"Neomillspaughia emarginata","C3"
"Nopalea gaumeri","CAM"
"Opuntia dillenii","CAM"
"Phyllostylon brasiliense","C3"
"Pilosocereus gaumeri","CAM"
"Piscidia piscipula","C3"
"Pithecellobium dulce","C3"
"Pterocereus gaumeri","CAM"
"Randia obcordata","C3"
"Senna racemosa","C3"
"Thouinia paucidentata","C3"
"Tillandsia brachycaulos","CAM"
"Tillandsia elongata","CAM"
"Tillandsia fasciculata","CAM"
"Tillandsia recurvata","CAM"
"Tillandsia glabrior","CAM"
"Tillandsia usneoides","CAM"
"Waltheria indica","C3"
"Zapoteca formosa","C3"
"Dacrydium cupressinum","C3"
"Metrosideros umbellata","C3"
"Leiospermum racemosum","C3"
"Dacrydium cupressinum","C3"
"Metrosideros umbellata","C3"
"Leiospermum racemosum","C3"
"Griselinia littoralis","C3"
"Melicytus ramiflorus","C3"
"Leiospermum racemosum","C3"
"Griselinia littoralis","C3"
"Metrosideros umbellata","C3"
"Leiospermum racemosum","C3"
"Coriaria arborea","C3"
"Aristotelia serrata","C3"
"Coriaria arborea","C3"
"Melicytus ramiflorus","C3"
"Abarema jupunba","C3"
"Abarema mataybifolia","C3"
"Alexa grandiflora","C3"
"Aparisthmium cordatum","C3"
"Albizia pedicellaris","C3"
"Bauhinia jarensis","C3"
"Brosimum guianense","C3"
"Caryocar villosum","C3"
"Casearia decandra","C3"
"Chamaecrista xinguensis","C3"
"Chimarrhis turbinata","C3"
"Clarisia ilicifolia","C3"
"Copaifera multijuga","C3"
"Copaifera","C3"
"Cordia bicolor","C3"
"Cordia scabrifolia","C3"
"Cordia trichoclada","C3"
"Couratari stellata","C3"
"Coussarea albescens","C3"
"Lonchocarpus negrensis","C3"
"Dialium guineense","C3"
"Dipteryx odorata","C3"
"Duguetia echinophora","C3"
"Endopleura uchi","C3"
"Enterolobium maximum","C3"
"Eschweilera coriacea","C3"
"Eschweilera pedicellata","C3"
"Eschweilera","C3"
"Sclerolobium micropetalum","C3"
"Faramea axillaris","C3"
"Faramea platyneura","C3"
"Faramea","C3"
"Helicostylis pedunculata","C3"
"Hymenaea parvifolia","C3"
"Inga alba","C3"
"Inga pilosula","C3"
"Inga microcalyx","C3"
"Inga rubiginosa","C3"
"Inga thibaudiana","C3"
"Jacaranda copaia","C3"
"Laetia procera","C3"
"Lecythis idatimon","C3"
"Lecythis lurida","C3"
"Licaria brasiliensis","C3"
"Machaerium arenorium","C3"
"Manilkara huberi","C3"
"Maquira sclerophylla","C3"
"Marmaroxylon racemosum","C3"
"Minquartia guianensis","C3"
"Mouriri dimorphandra","C3"
"Ocotea cernua","C3"
"Ormosia","C3"
"Palicourea guianensis","C3"
"Perebea mollis","C3"
"Platymiscium trinitatis","C3"
"Poecilanthe effusa","C3"
"Pouteria cuspidata","C3"
"Pouteria macrophylla","C3"
"Pouteria venosa","C3"
"Prionostemma aspera","C3"
"Protium robustum","C3"
"Protium","C3"
"Protium peruvianum","C3"
"Prunus accumulans","C3"
"Pseudopiptadenia psilostachya","C3"
"Pterocarpus amazonum","C3"
"Pterocarpus rohrii","C3"
"Qualea gracilior","C3"
"Rinorea guianensis","C3"
"Sclerolobium chrysophyllum","C3"
"Sclerolobium guianense","C3"
"Sclerolobium micropetalum","C3"
"Sclerolobium","C3"
"Simarouba guianensis","C3"
"Swartzia laurifolia","C3"
"Swartzia recurva","C3"
"Tachia guianensis","C3"
"Tachigali albiflora","C3"
"Tachigali myrmecophila","C3"
"Tetrapterys","C3"
"Thyrsodium spruceanum","C3"
"Trymatococcus amazonicus","C3"
"Virola elongata","C3"
"Aphananthe cuspidata","C3"
"Juglans major","C3"
"Prosopis velutina","C3"
"Aphananthe cuspidata","C3"
"Juglans major","C3"
"Prosopis velutina","C3"
"Dryopteris carthusiana","C3"
"Hydrocotyle vulgaris","C3"
"Lonicera periclymenum","C3"
"Phragmites australis","C3"
"Rubus vestitus","C3"
"Cistus ladanifer","C3"
"Quercus acrodonta","C3"
"Araucaria cunninghamii","C3"
"Araucaria cunninghamii","C3"
"Araucaria cunninghamii","C3"
"Araucaria","C3"
"Acosmium dasycarpum","C3"
"Acosmium dasycarpum","C3"
"Andira humilis","C3"
"Aspidosperma tomentosum","C3"
"Bauhinia pulchella","C3"
"Bauhinia rufa","C3"
"Blepharocalyx salicifolius","C3"
"Blepharocalyx salicifolius","C3"
"Bowdichia virgilioides","C3"
"Byrsonima crassa","C3"
"Calliandra dysantha","C3"
"Calliandra thysanta","C3"
"Caryocar brasiliense","C3"
"Cassia melotriscoides","C3"
"Cassia","C3"
"Centrosema bracteosum","C3"
"Chamaecrista planaltoana","C3"
"Connarus suberosus","C3"
"Dalbergia miscolobium","C3"
"Davilla elliptica","C3"
"Schefflera macrocarpa","C3"
"Dimorphandra mollis","C3"
"Enterolobium ellipticum","C3"
"Eremanthus glomerulatus","C3"
"Eriotheca pubescens","C3"
"Hymenaea stigonocarpa","C3"
"Hyptis villosa","C3"
"Hyptis vilis","C3"
"Kielmeyera coriacea","C3"
"Machaerium opacum","C3"
"Miconia ferruginata","C3"
"Mimosa claussenii","C3"
"Mimosa lanuginosa","C3"
"Polyouratea hexasperma","C3"
"Palicourea grandiflora","C3"
"Pterodon emarginatus","C3"
"Qualea grandiflora","C3"
"Qualea multiflora","C3"
"Qualea parviflora","C3"
"Myrsine guianensis","C3"
"Roupala montana","C3"
"Sclerolobium paniculatum","C3"
"Stryphnodendron adstringens","C3"
"Styrax ferrugineus","C3"
"Vatairea macrocarpa","C3"
"Vochysia elliptica","C3"
"Vochysia thyrsoidea","C3"
"Pseudobombax munguba","C3"
"Croton","C3"
"Ilex inundata","C3"
"Leonia racemosa","C3"
"Triplaris americana","C3"
"Xylopia cayennensis","C3"
"Conceveiba","C3"
"Guatteria olivacea","C3"
"Sapium","C3"
"Faramea","C3"
"Gustavia augusta","C3"
"Hirtella","C3"
"Inga","C3"
