"Taxon","Photo_path"
"Rinorea racemosa","C3"
"Theobroma cacao","C3"
"Picea abies","C3"
"Chimarrhis turbinata","C3"
"Cariniana estrellensis","C3"
"Derris","C3"
"Duguetia flagellaris","C3"
"Eschweilera pedicellata","C3"
"Eschweilera","C3"
"Eschweilera wachenheimii","C3"
"Fusaea longifolia","C3"
"Talisia japurensis","C3"
"Lecythis lurida","C3"
"Holopsidium","C3"
"Inga laterifolia","C3"
"Lauracea sixtonia","C3"
"Lecythis Eschilera","C3"
"Manilkara huberi","C3"
"Micropholis guyanensis","C3"
"Micropholis guyanensis","C3"
"Pouteria caimito","C3"
"Rinorea guianensis","C3"
"Rinorea","C3"
"Schefflera","C3"
"Scheuchzeria","C3"
"Sextonia rubra","C3"
"Sloanea macrophylla","C3"
"Sloanea","C3"
"Handroanthus heptaphyllus","C3"
"Tachigali myrmecophila","C3"
"Tachigali","C3"
"Trattinnickia panamensis","C3"
"Banksia oblongifolia","C3"
"Eucalyptus haemastoma","C3"
"Hakea dactyloides","C3"
"Hakea pugioniformis","C3"
"Pinus ponderosa","C3"
"Pinus strobiformis","C3"
"Populus tremuloides","C3"
"Pseudotsuga macrocarpa","C3"
"Pinus radiata","C3"
"Pinus radiata","C3"
"Castanospermum australe","C3"
"Elaeocarpus oblongus","C3"
"Grevillea robusta","C3"
"Cassia leiandra","C3"
"Oxandra polyantha","C3"
"Spondias mombin","C3"
"Abarema adenophora","C3"
"Abarema jupunba","C3"
"Andira micrantha","C3"
"Andira unifoliolata","C3"
"Aniba ferrea","C3"
"Brosimum parinarioides","C3"
"Brosimum potabile","C3"
"Brosimum rubescens","C3"
"Calophyllum brasiliense","C3"
"Chrysophyllum sanguinolentum","C3"
"Chrysophyllum ucuquirana-branca","C3"
"Couepia elata","C3"
"Dimorphandra parviflora","C3"
"Dimorphandra","C3"
"Diplotropis triloba","C3"
"Dipteryx magnifica","C3"
"Dipteryx punctata","C3"
"Erisma bicolor","C3"
"Eschweilera","C3"
"Eschweilera truncata","C3"
"Guapira glabriflora","C3"
"Hymenaea parvifolia","C3"
"Hymenolobium sericeum","C3"
"Inga alba","C3"
"Inga lateriflora","C3"
"Inga laurina","C3"
"Inga obidensis","C3"
"Inga","C3"
"Inga umbratica","C3"
"Lecythis poiteaui","C3"
"Lecythis prancei","C3"
"Licania apetala","C3"
"Licania divaricata","C3"
"Licania hypoleuca","C3"
"Licania oblongifolia","C3"
"Licania sothersiae","C3"
"Manilkara cavalcantei","C3"
"Manilkara","C3"
"Mezilaurus ita-uba","C3"
"Micropholis guyanensis","C3"
"Mouriri nigra","C3"
"Osteophloeum platyspermum","C3"
"Parinari excelsa","C3"
"Parkia igneiflora","C3"
"Parkia nitida","C3"
"Pourouma tomentosa","C3"
"Pouteria campanulata","C3"
"Pouteria durlandii","C3"
"Pouteria hispida","C3"
"Pouteria","C3"
"Protium","C3"
"Protium spruceanum","C3"
"Qualea","C3"
"Sclerolobium chrysophyllum","C3"
"Sclerolobium","C3"
"Scleronema micranthum","C3"
"Simarouba amara","C3"
"Stryphnodendron guianense","C3"
"Stryphnodendron pulcherrimum","C3"
"Stryphnodendron","C3"
"Swartzia brachyrachis","C3"
"Swartzia corrugata","C3"
"Swartzia ingaefolia","C3"
"Swartzia panacoco","C3"
"Swartzia polyphylla","C3"
"Swartzia","C3"
"Swartzia tomentifera","C3"
"Swartzia ulei","C3"
"Tapura amazonica","C3"
"Virola mollissima","C3"
"Zygia racemosa","C3"
"Abarema adenophora","C3"
"Abarema jupunba","C3"
"Abarema piresii","C3"
"Andira micrantha","C3"
"Andira parviflora","C3"
"Aniba canellila","C3"
"Aniba terminalis","C3"
"Aspidosperma excelsum","C3"
"Balizia elegans","C3"
"Batesia floribunda","C3"
"Bocoa viridiflora","C3"
"Brosimum rubescens","C3"
"Buchenavia","C3"
"Byrsonima incarnata","C3"
"Calliandra surinamensis","C3"
"Allantoma integrifolia","C3"
"Caryocar edule","C3"
"Casearia manausensis","C3"
"Casearia pitumba","C3"
"Cassia rubriflora","C3"
"Chamaecrista adiantifolia","C3"
"Chrysophyllum amazonicum","C3"
"Chrysophyllum sanguinolentum","C3"
"Clusia","CAM"
"Couepia canomensis","C3"
"Couepia chrysocalyx","C3"
"Couepia robusta","C3"
"Dicorynia paraensis","C3"
"Dimorphandra parviflora","C3"
"Dipteryx magnifica","C3"
"Dipteryx odorata","C3"
"Duroia fusifera","C3"
"Duroia macrophylla","C3"
"Ecclinusa guianensis","C3"
"Elizabetha speciosa","C3"
"Eperua duckeana","C3"
"Eperua glabriflora","C3"
"Erisma","C3"
"Eschweilera coriacea","C3"
"Eschweilera coriacea","C3"
"Eschweilera","C3"
"Eschweilera truncata","C3"
"Eschweilera wachenheimii","C3"
"Eugenia","C3"
"Fusaea longifolia","C3"
"Guarea trunciflora","C3"
"Guatteria decurrens","C3"
"Guatteria","C3"
"Gustavia elliptica","C3"
"Gustavia hexapetala","C3"
"Henriquezia verticillata","C3"
"Hevea guianensis","C3"
"Hymenolobium excelsum","C3"
"Inga alba","C3"
"Inga cordatoalata","C3"
"Inga panurensis","C3"
"Inga paraensis","C3"
"Inga pezizifera","C3"
"Inga","C3"
"Inga splendens","C3"
"Inga stipularis","C3"
"Inga umbratica","C3"
"Jacaranda copaia","C3"
"Lecythis prancei","C3"
"Licania caudata","C3"
"Licania divaricata","C3"
"Licania laxiflora","C3"
"Licania oblongifolia","C3"
"Licania reticulata","C3"
"Licania","C3"
"Licaria guianensis","C3"
"Machaerium multifoliolatum","C3"
"Macrolobium limbatum","C3"
"Macrolobium prancei","C3"
"Macrolobium","C3"
"Macrolobium parvifolium","C3"
"Maquira guianensis","C3"
"Maquira sclerophylla","C3"
"Micrandra minor","C3"
"Micrandropsis scleroxylon","C3"
"Micropholis guyanensis","C3"
"Micropholis","C3"
"Micropholis williamii","C3"
"Minquartia guianensis","C3"
"Ocotea amazonica","C3"
"Ocotea percurrens","C3"
"Ocotea","C3"
"Ocotea subterminalis","C3"
"Ormosia grossa","C3"
"Ormosia paraensis","C3"
"Parkia igneiflora","C3"
"Parkia multijuga","C3"
"Parkia nitida","C3"
"Parkia panurensis","C3"
"Parkia pendula","C3"
"Parkia","C3"
"Peltogyne excelsa","C3"
"Peridiscus lucidus","C3"
"Platymiscium trinitatis","C3"
"Pouteria cuspidata","C3"
"Pouteria guianensis","C3"
"Pouteria caimito","C3"
"Pouteria virescens","C3"
"Protium apiculatum","C3"
"Protium aracouchini","C3"
"Protium ferrugineum","C3"
"Protium giganteum","C3"
"Protium nitidifolium","C3"
"Protium opacum","C3"
"Protium spruceanum","C3"
"Pterocarpus officinalis","C3"
"Pterocarpus rohrii","C3"
"Qualea paraensis","C3"
"Richeria dressleri","C3"
"Rinorea guianensis","C3"
"Sclerolobium chrysophyllum","C3"
"Sclerolobium guianense","C3"
"Sclerolobium melanocarpum","C3"
"Sclerolobium micropetalum","C3"
"Scleronema micranthum","C3"
"Sloanea floribunda","C3"
"Sloanea guianensis","C3"
"Sterculia excelsa","C3"
"Stryphnodendron paniculatum","C3"
"Swartzia corrugata","C3"
"Swartzia cuspidata","C3"
"Swartzia longistipitata","C3"
"Swartzia panacoco","C3"
"Swartzia polyphylla","C3"
"Swartzia recurva","C3"
"Swartzia reticulata","C3"
"Swartzia schomburgkii","C3"
"Swartzia tomentifera","C3"
"Swartzia ulei","C3"
"Tachigali myrmecophila","C3"
"Tachigali paniculata","C3"
"Tachigali venusta","C3"
"Taralea oppositifolia","C3"
"Vatairea paraensis","C3"
"Virola calophylla","C3"
"Virola pavonis","C3"
"Virola theiodora","C3"
"Vitex sprucei","C3"
"Zygia racemosa","C3"
"Zygia dinizii","C3"
"Couepia paraensis","C3"
"Diospyros guianensis","C3"
"Licania","C3"
"Oxandra polyantha","C3"
"Sacoglottis","C3"
"Swartzia","C3"
"Virola elongata","C3"
"Archidendron kanisii","C3"
"Gardenia actinocarpa","C3"
"Xanthostemon chrysanthus","C3"
"Xanthostemon formosus","C3"
"Archidendron whitei","C3"
"Gardenia actinocarpa","C3"
"Gardenia ovularis","C3"
"Gardenia ovularis","C3"
"Xanthostemon formosus","C3"
"Xanthostemon chrysanthus","C3"
"Chrysophyllum argenteum subsp. auratum","C3"
"Laetia corymbulosa","C3"
"Dacrydium cupressinum","C3"
"Metrosideros umbellata","C3"
"Quintinia acutifolia","C3"
"Leiospermum racemosum","C3"
"Adelobotrys scandens","C3"
"Amphirrhox longifolia","C3"
"Brosimum rubescens","C3"
"Calliandra surinamensis","C3"
"Casearia","C3"
"Clavija","C3"
"Conceveiba guianensis","C3"
"Copaifera multijuga","C3"
"Cordia nodosa","C3"
"Dioclea megacarpa","C3"
"Duguetia riparia","C3"
"Duguetia trunciflora","C3"
"Hildegardia","C3"
"Eschweilera coriacea","C3"
"Eschweilera ovalifolia","C3"
"Eschweilera truncata","C3"
"Eschweilera","C3"
"Guatteria citriodora","C3"
"Guatteria megalophylla","C3"
"Guatteria olivacea","C3"
"Helianthostylis sprucei","C3"
"Hevea guianensis","C3"
"Inga cordatoalata","C3"
"Iryanthera elliptica","C3"
"Iryanthera juruensis","C3"
"Licania longistyla","C3"
"Macrolobium acaciifolium","C3"
"Macrolobium","C3"
"Micrandra minor","C3"
"Neea oppositifolia","C3"
"Ocotea cinerea","C3"
"Ocotea cujumary","C3"
"Philodendron linnaei","C3"
"Philodendron","C3"
"Polybotrya osmundacea","C3"
"Protium hebetatum","C3"
"Protium","C3"
"Protium unifoliolatum","C3"
"Quararibea ochrocalyx","C3"
"Rinorea macrocarpa","C3"
"Roucheria columbiana","C3"
"Ruprechtia","C3"
"Sclerolobium chrysophyllum","C3"
"Scleronema micranthum","C3"
"Simaba polyphylla","C3"
"Sloanea pubescens","C3"
"Swartzia arborescens","C3"
"Swartzia corrugata","C3"
"Swartzia cuspidata","C3"
"Talisia cupularis","C3"
"Tapirira guianensis","C3"
"Taralea oppositifolia","C3"
"Unonopsis stipitata","C3"
"Vantanea","C3"
"Virola caducifolia","C3"
"Zygia racemosa","C3"
"Zygia","C3"
"Fraxinus angustifolia","C3"
"Populus alba","C3"
"Salix atrocinerea","C3"
"Abuta grandifolia","C3"
"Amphirrhox longifolia","C3"
"Andira parviflora","C3"
"Apuleia molaris","C3"
"Aspidosperma","C3"
"Astronium fraxinifolium","C3"
"Bauhinia forficata","C3"
"Bauhinia","C3"
"Bocageopsis","C3"
"Bombacopsis","C3"
"Brosimum guianense","C3"
"Brosimum mollis","C3"
"Brosimum rubescens","C3"
"Calophyllum","C3"
"Castilla ulei","C3"
"Cecropia","C3"
"Clarisia racemosa","C3"
"Clarisia","C3"
"Copaifera multijuga","C3"
"Copaifera","C3"
"Cordia sprucei","C3"
"Cordia ucayaliensis","C3"
"Couratari","C3"
"Crepidospermum goudotianum","C3"
"Dacryodes sclerophylla","C3"
"Dacryodes","C3"
"Diospyros subrotata","C3"
"Dodecastigma integrifolium","C3"
"Duguetia","C3"
"Endopleura uchi","C3"
"Eschweilera andina","C3"
"Lecythis chartacea","C3"
"Eschweilera coriacea","C3"
"Eschweilera","C3"
"Ruagea pubescens","C3"
"Guatteria megalophylla","C3"
"Guatteria Poeppigiana","C3"
"Heisteria spruceana","C3"
"Helicostylis tomentosa","C3"
"Hevea brasiliensis","C3"
"Iryanthera hostmannii","C3"
"Iryanthera","C3"
"Iryanthera hostmannii","C3"
"Lecythis","C3"
"Leonia","C3"
"Licania hispida","C3"
"Licania lata","C3"
"Licania latifolia","C3"
"Licania micrantha","C3"
"Licaria","C3"
"Lindackeria paludosa","C3"
"Malouetia tamaquarina","C3"
"Maquira calophylla","C3"
"Maquira guianensis","C3"
"Maquira sclerophylla","C3"
"Martiodendron","C3"
"Metrodorea flavida","C3"
"Miconia crassinervia","C3"
"Micropholis","C3"
"Micropholis venulosa","C3"
"Minquartia guianensis","C3"
"Mouriri","C3"
"Naucleopsis glabra","C3"
"Naucleopsis imitans","C3"
"Naucleopsis","C3"
"Naucleopsis trenstroemiifolia","C3"
"Neea altissima","C3"
"Neea","C3"
"Ocotea","C3"
"Onychopetalum periquino","C3"
"Ormosia","C3"
"Oxandra xylopioides","C3"
"Parkia nitida","C3"
"Paypayrola guianensis","C3"
"Peltogyne heterophylla","C3"
"Peltogyne prancei","C3"
"Zygia cauliflora","C3"
"Marmaroxylon racemosum","C3"
"Acosmium cardenasii","C3"
"Pouteria","C3"
"Protium carnosum","C3"
"Protium sagotianum","C3"
"Protium krukoffii","C3"
"Protium robustum","C3"
"Protium opacum","C3"
"Protium paniculatum","C3"
"Protium robustum","C3"
"Protium","C3"
"Pseudolmedia laevis","C3"
"Quararibea ochrocalyx","C3"
"Rauvolfia paraensis","C3"
"Rheedia","C3"
"Sclerolobium chrysophyllum","C3"
"Sclerolobium rugosum","C3"
"Sclerolobium setiferum","C3"
"Sorocea guilleminiana","C3"
"Sterculia excelsa","C3"
"Swartzia","C3"
"Tachigali cavipes","C3"
"Tachigali paniculata","C3"
"Tachigali","C3"
"Tetragastris","C3"
"Theobroma subincanum","C3"
"Toulicia reticulata","C3"
"Touroulia guianensis","C3"
"Tovomita","C3"
"Trymatococcus amazonicus","C3"
"Virola nervosa","C3"
"Virola pavonis","C3"
"Xylopia cayennensis","C3"
"Pinus sylvestris","C3"
"Quercus faginea","C3"
"Quercus acrodonta","C3"
"Pinus strobiformis","C3"
"Populus tremuloides","C3"
"Pseudotsuga macrocarpa","C3"
"Acacia floribunda","C3"
"Allocasuarina","C3"
"Astrotricha floccosa","C3"
"Correa reflexa","C3"
"Dodonaea triquetra","C3"
"Eucalyptus beyeri","C3"
"Eucalyptus carnea","C3"
"Gompholobium latifolium","C3"
"Lasiopetalum ferrugineum","C3"
"Leptospermum liversidgei","C3"
"Lomatia silaifolia","C3"
"Macrozamia communis","C3"
"Persoonia linearis","C3"
"Pomaderris ferruginea","C3"
"Pultenaea daphnoides","C3"
"Pultenaea flexilis","C3"
"Syncarpia glomulifera","C3"
"Synoum glandulosum","C3"
"Xylomelum pyriforme","C3"
"Acacia suaveolens","C3"
"Banksia marginata","C3"
"Boronia glabra","C3"
"Corymbia gummifera","C3"
"Eriostemon australasius","C3"
"Eucalyptus haemastoma","C3"
"Gompholobium glabratum","C3"
"Grevillea buxifolia","C3"
"Grevillea speciosa","C3"
"Hakea dactyloides","C3"
"Hakea pugioniformis","C3"
"Hibbertia bracteata","C3"
"Lambertia formosa","C3"
"Leptospermum trinervium","C3"
"Persoonia levis","C3"
"Phyllota phylicoides","C3"
"Pimelea linifolia","C3"
"Chamaerops humilis","C3"
"Decaspermum blancoi","C3"
"Pistacia lentiscus","C3"
"Quercus suber","C3"
"Ruscus aculeatus","C3"
"Coprosma hirtella","C3"
"Daviesia latifolia","C3"
"Eucalyptus delegatensis","C3"
"Tasmannia lanceolata","C3"
"Acacia caroleae","C3"
"Acacia oswaldii","C3"
"Atriplex stipitata","C4"
"Brachychiton gregorii","C3"
"Callitris columellaris","C3"
"Dodonaea viscosa","C3"
"Dodonaea viscosa","C3"
"Dodonaea viscosa","C3"
"Eremophila glabra","C3"
"Eremophila longifolia","C3"
"Eremophila mitchelli","C3"
"Eucalyptus intertexta","C3"
"Exocarpos aphyllus","C3"
"Geijera linearifolia","C3"
"Hakea kippistiana","C3"
"Melaleuca uncinata","C3"
"Olearia pimeleoides","C3"
"Eriostemon difformis","C3"
"Pimelea microcephala","C3"
"Senna artemisioides","C3"
"Senna artemisioides","C3"
"Solanum ferocissimum","C3"
"Spartothamnella puberula","C3"
"Acacia colletioides","C3"
"Acacia havilandiorum","C3"
"Acacia wilhelmiana","C3"
"Bertya cunninghamii","C3"
"Beyeria opaca","C3"
"Bossiaea walkeri","C3"
"Brachychiton gregorii","C3"
"Cassinia trinerva","C3"
"Eremophila deserti","C3"
"Eremophila glabra","C3"
"Eucalyptus dumosa","C3"
"Eucalyptus socialis","C3"
"Eutaxia microphylla","C3"
"Grevillea anethifolia","C3"
"Melaleuca uncinata","C3"
"Micromyrtus sessilis","C3"
"Olearia decurrens","C3"
"Olearia pimeleoides","C3"
"Eriostemon difformis","C3"
"Santalum acuminatum","C3"
"Triodia bunicola","C4"
"Juniperus phoenicea","C3"
"Pinus pinea","C3"
"Pistacia lentiscus","C3"
"Pachira paraensis","C3"
"Casearia ulmifolia","C3"
"Chrysophyllum argenteum","C3"
"Eugenia","C3"
"Inga","C3"
"Leonia racemosa","C3"
"Oxandra polyantha","C3"
"Rheedia","C3"
"Andira parviflora","C3"
"Brosimum parinarioides","C3"
"Casearia grandiflora","C3"
"Casearia","C3"
"Ecclinusa ramiflora","C3"
"Ecclinusa guianensis","C3"
"Eschweilera","C3"
"Fusaea longifolia","C3"
"Guarea","C3"
"Guatteria citriodora","C3"
"Crepidospermum rhoifolium","C3"
"Inga paraensis","C3"
"Licania","C3"
"Micropholis williamii","C3"
"Ocotea","C3"
"Peltogyne catingae","C3"
"Zygia cataractae","C3"
"Protium apiculatum","C3"
"Sclerolobium eriopetalum","C3"
"Siparuna guianensis","C3"
"Juniperus brevifolia","C3"
"Phillyrea angustifolia","C3"
"Pistacia lentiscus","C3"
"Quercus cerris","C3"
"Quercus acrodonta","C3"
"Quercus pubescens","C3"
"Atriplex canescens","C4"
"Cercocarpus montanus","C3"
"Ephedra cutleri","C3"
"Juniperus arizonica","C3"
"Juniperus deppeana","C3"
"Juniperus angosturana","C3"
"Pinus edulis","C3"
"Amelanchier utahensis","C3"
"Atriplex canescens","C4"
"Atriplex confertifolia","C4"
"Cercocarpus montanus","C3"
"Purshia mexicana","C3"
"Ephedra cutleri","C3"
"Juniperus osteosperma","C3"
"Pinus edulis","C3"
"Alchornea latifolia","C3"
"Henriettea squamulosa","C3"
"Alsophila Portoricensis","C3"
"Daphnopsis philippiana","C3"
"Sticherus bifidus","C3"
"Micropholis guyanensis","C3"
"Pitcairnia","C3"
"Psychotria berteroana","C3"
"Psychotria maleolens","C3"
"Tabebuia linearis","C3"
"Alsophila bryophila","C3"
"Anthurium","C3"
"Ardisia luquillensis","C3"
"Henriettea squamulosa","C3"
"Myrcia portoricensis","C3"
"Alsophila Portoricensis","C3"
"Danaea nodosa","C3"
"Dillenia viridifolia","C3"
"Eugenia cordata var. sintenisii","C3"
"Gonocalyx","C3"
"Guzmania biomeleid","C3"
"Ilex","C3"
"Marcgravia brownei","C3"
"Miconia foveolata","C3"
"Miconia pachyphylla","C3"
"Micropholis garciniifolia","C3"
"Mikania fragilis","C3"
"Ocotea spathulata","C3"
"Pilea","C3"
"Prestoea acuminata var. montana","C3"
"Psychotria berteroana","C3"
"Tabebuia linearis","C3"
"Wallenia yunquensis","C3"
"Acanthus pallens","C3"
"Begonia decandra","C3"
"Cecropia metensis","C3"
"Croton poecilanthus","C3"
"Alsophila Portoricensis","C3"
"Cyrilla racemiflora","C3"
"Dillenia viridifolia","C3"
"Guarea glabra","C3"
"Pilea","C3"
"Prestoea acuminata var. montana","C3"
"Psychotria berteroana","C3"
"Alchornea latifolia","C3"
"Henriettea squamulosa","C3"
"Chionanthus ligustrinus","C3"
"Croton poecilanthus","C3"
"Dacryodes excelsa","C3"
"Dioscorea","C3"
"Guarea guidonia","C3"
"Manilkara bidentata","C3"
"Marcgravia brownei","C3"
"Mikania ligustrifolia","C3"
"Ocotea leucoxylon","C3"
"Palicourea croceoides","C3"
"Philodendron","C3"
"Pilea","C3"
"Piper hispidum","C3"
"Prestoea acuminata var. montana","C3"
"Psychotria albide","C3"
"Rourea surinamensis","C3"
"Sloanea berteroana","C3"
"Tetragastris balsamifera","C3"
"Boscia albitrunca","C3"
"Euclea pseudebenus","C3"
"Ozoroa concolor","C3"
"Searsia populifolia","C3"
"Schotia afra","C3"
"Zygophyllum prismatocarpum","C3"
"Adenophora stenophylla","C3"
"Allium ericetorum","C3"
"Amaranthus retroflexus","C4"
"Trachomitum lancifolium","C3"
"Artemisia anethifolia","C3"
"Artemisia anethoides","C3"
"Artemisia mongolica","C3"
"Arundinella hirta","C4"
"Astragalus adsurgens","C3"
"Calamagrostis epigeios","C3"
"Calystegia hederacea","C3"
"Chenopodium acuminatum","C3"
"Chloris virgata","C4"
"Cynanchum amplexicaule","C3"
"Digitaria ciliaris","C4"
"Dracocephalum moldavica","C3"
"Echinochloa crus-galli","C4"
"Eragrostis poaeoides","C4"
"Euphorbia humifusa","C4"
"Krascheninnikovia ceratoides","C3"
"Glycyrrhiza uralensis","C3"
"Hemarthria sibirica","C4"
"Kalimeris altaica","C3"
"Incarvillea sinensis","C3"
"Inula japonica","C3"
"Bassia scoparia","C4"
"Lathyrus quinquenervius","C3"
"Leonurus japonicus","C3"
"Lespedeza davurica","C3"
"Leymus secalinus","C3"
"Limonium bicolor","C3"
"Linum stelleroides","C3"
"Lycopus lucidus","C3"
"Metaplexis hemsleyana","C3"
"Miscanthus sacchariflorus","C4"
"Panicum miliaceum","C4"
"Pennisetum flaccidum","C4"
"Phragmites mauritianus","C3"
"Plantago asiatica","C3"
"Polygonum sibiricum","C3"
"Portulaca oleracea","C4"
"Potentilla flagellaris","C3"
"Puccinellia chinampoensis","C3"
"Puccinellia tenuiflora","C3"
"Salsola collina","C4"
"Sanguisorba officinalis","C3"
"Saussurea amara","C3"
"Saussurea pinnatidentata","C3"
"Setaria italica","C4"
"Setaria viridis","C4"
"Laserpitium divaricatum","C3"
"Spodiopogon sibiricus","C4"
"Stachys chinensis","C3"
"Suaeda corniculata","C3"
"Suaeda glauca","C3"
"Taraxacum mongolicum","C3"
"Thalictrum altaicum","C3"
"Tribulus terrestris","C4"
"Typha lugdunensis","C3"
"Ulmus pumila","C3"
"Xanthium strumarium","C3"
"Adiantum latifolium","C3"
"Adiantum obliquum","C3"
"Alsophila cuspidata","C3"
"Anetium citrifolium","C3"
"Asplenium sulcatum","C3"
"Asplenium serra","C3"
"Asplenium serratum","C3"
"Blechnum","C3"
"Bolbitis nicotianifolia","C3"
"Campyloneurum brevifolium","C3"
"Xiphopteris serrulata","C3"
"Cyathea multiflora","C3"
"Cyclopeltis semicordata","C3"
"Danaea wendlandii","C3"
"Dicranoglossum panamense","C3"
"Didymochlaena truncatula","C3"
"Diplazium striatastrum","C3"
"Elaphoglossum herminieri","C3"
"Elaphoglossum peltatum","C3"
"Hemionitis palmata","C3"
"Hymenophyllum","C3"
"Lomariopsis japurensis","C3"
"Lomariopsis vestita","C3"
"Lonchitis hirsuta","C3"
"Microgramma lycopodioides","C3"
"Microgramma reptans","C3"
"Nephrolepis rivularis","C3"
"Oleandra articulata","C3"
"Olfersia cervina","C3"
"Ophioglossum reticulatum","C3"
"Phlebodium pseudoaureum","C3"
"Pleopeltis","C3"
"Antrophyum ensiforme","C3"
"Polybotrya caudata","C3"
"Polypodium triseriale","C3"
"Saccoloma inaequale","C3"
"Salpichlaena volubilis","C3"
"Tectaria dracontifolia","C3"
"Thelypteris lingulata","C3"
"Thelypteris poiteana","C3"
"Thelypteris","C3"
"Trichomanes collariatum","C3"
"Trichomanes diversifrons","C3"
"Trichomanes godmanii","C3"
"Vittaria lineata","C3"
"Vittaria stipitata","C3"
"Carex aquatilis","C3"
"Carex bigelowii subsp. lugens","C3"
"Carex ensifolia","C3"
"Carex aquatilis","C3"
"Carex aquatilis","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex ensifolia","C3"
"Carex bigelowii subsp. lugens","C3"
"Carex ensifolia","C3"
"Carex aquatilis","C3"
"Juniperus osteosperma","C3"
"Pinus edulis","C3"
"Quercus gambelii","C3"
"Juniperus deppeana","C3"
"Juniperus angosturana","C3"
"Pinus edulis","C3"
"Quercus arizonica","C3"
"Quercus gambelii","C3"
"Juniperus osteosperma","C3"
"Pinus edulis","C3"
"Quercus gambelii","C3"
"Juniperus deppeana","C3"
"Juniperus osteosperma","C3"
"Pinus edulis","C3"
"Quercus arizonica","C3"
"Quercus gambelii","C3"
"Juniperus osteosperma","C3"
"Quercus gambelii","C3"
"Juniperus osteosperma","C3"
"Pinus edulis","C3"
"Quercus gambelii","C3"
"Quercus turbinella","C3"
"Quercus turbinella","C3"
"Quercus gambelii","C3"
"Quercus ajoensis","C3"
"Aphananthe cuspidata","C3"
"Populus fremontii","C3"
"Prosopis glandulosa","C3"
"Populus fremontii","C3"
"Prosopis glandulosa","C3"
"Prosopis pubescens","C3"
"Aphananthe cuspidata","C3"
